Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
24.2,164.3,16.4,143.75,81.25,223.95,17.5,-54.5,98.5,-19.89,0,1.37,-0.11,5.035,20220919_092139.186,PHASE_0,9.482,-1.619,-56.89
24.7,92.95,97.65,52.3,113,145.8,16.15,-68.35,86.6,-34.49,0,1.63,1.09,4.394,20220919_092139.292,PHASE_0,8.002,-2.656,-86.69
24.2,77.05,102.05,38.25,110.9,135.15,18.08,-74.08,83.7,-38.11,0,1.5,0.47,4.906,20220919_092139.409,PHASE_0,7.523,-2.575,-94.11
22.9,68.45,104.4,67.4,138,128.9,18.68,-73.58,80.3,-42.38,0,1.47,0.32,4.861,20220919_092139.514,PHASE_0,7.445,-2.468,-97.28
23.95,64.55,113.25,69.5,151.8,137.2,18.68,-73.58,80.3,-42.38,0,1.47,0.32,4.861,20220919_092139.623,PHASE_0,7.445,-2.468,-97.28
26,63,111.95,77.05,158.55,145.8,19.07,-75.77,78.2,-45.04,0,1.46,0.36,4.861,20220919_092139.734,PHASE_0,7.202,-2.458,-101.74
23.95,59.85,115.1,77.85,166.9,150.75,19.07,-77.47,76.3,-47.46,0,1.43,0.4,4.783,20220919_092139.842,PHASE_0,6.989,-2.475,-105.86
20.55,58.85,121.6,76.8,169,154.4,19.37,-77.77,76.3,-47.46,0,1.43,0.4,4.783,20220919_092139.950,PHASE_0,6.978,-2.444,-105.86
22.9,56.75,122.35,77.05,169.25,158.55,19.68,-79.78,75.3,-48.75,0,1.43,0.28,4.853,20220919_092140.062,PHASE_0,6.791,-2.429,-108.85
24.2,59.85,119.25,81.25,170.8,154.9,19.68,-79.78,75.3,-48.75,0,1.43,0.28,4.853,20220919_092140.169,PHASE_0,6.791,-2.429,-108.85
23.15,58.55,117.95,79.65,166.9,153.9,20.03,-82.83,74.2,-50.16,0,1.44,0.32,5.07,20220919_092140.282,PHASE_0,6.52,-2.414,-112.96
22.9,51.8,127.85,71.6,172.9,154.15,20.03,-82.83,74.2,-50.16,0,1.44,0.32,5.07,20220919_092140.396,PHASE_0,6.52,-2.414,-112.96
25.75,52.85,136.95,57,170.8,157.25,20.33,-85.83,72.5,-52.36,0,1.42,0.26,4.341,20220919_092140.498,PHASE_0,6.227,-2.376,-117.86
23.95,54.9,139.05,50.25,167.95,151.8,20.68,-86.78,70.8,-54.58,0,1.4,0.21,4.362,20220919_092140.606,PHASE_0,6.101,-2.307,-120.68
22.9,56.25,126.8,57.8,159.6,150.75,20.68,-86.78,70.8,-54.58,0,1.4,0.21,4.362,20220919_092140.716,PHASE_0,6.101,-2.307,-120.68
22.9,57.55,121.6,64.55,155.95,33.3,20.91,-88.71,69.3,-56.55,0,1.43,0.3,4.362,20220919_092140.828,PHASE_0,5.903,-2.254,-124.35
23.65,54.65,122.65,63.8,166.4,169.5,20.91,-88.71,69.3,-56.55,0,1.43,0.3,4.362,20220919_092140.932,PHASE_0,5.903,-2.254,-124.35
