Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
22.9,89.3,111.95,94.25,257.55,164.3,19.09,-83.19,50.5,-82.7,0,1.25,0.61,4.249,20220919_094247.042,PHASE_0,5.627,-1.82,-146.8
22.9,142.4,37.2,155.95,224.7,228.35,19,-83.5,44.9,-91.27,0,1.19,0.46,5.424,20220919_094247.371,PHASE_0,5.465,-1.573,-155.77
22.65,144.25,34.6,198.4,235.65,244,18.98,-83.48,44.9,-91.27,0,1.19,0.46,5.456,20220919_094247.482,PHASE_0,5.466,-1.575,-155.77
23.15,145.55,34.1,203.6,238,246.05,19.25,-89.55,41.7,-96.4,0,1.19,0.44,5.456,20220919_094247.591,PHASE_0,5.047,-1.319,-166.7
26,139.05,41.9,147.9,210.15,212.2,21.47,-91.07,39.2,-100.56,0,1.21,0.51,5.683,20220919_094248.032,PHASE_0,4.975,-0.965,-170.16
25.25,139.05,41.4,138.8,197.9,204.15,21.47,-91.07,39.2,-100.56,0,1.21,0.51,6.126,20220919_094248.140,PHASE_0,4.975,-0.965,-170.16
22.1,140.35,40.35,129.4,195.55,83.3,23.08,-92.58,37.9,-102.78,0,1.25,0.65,6.126,20220919_094248.255,PHASE_0,4.903,-0.731,-172.28
24.2,140.6,42.4,121.6,198.15,210.65,23.08,-92.58,37.9,-102.78,0,1.25,0.65,6.126,20220919_094248.359,PHASE_0,4.903,-0.731,-172.28
24.2,139.05,44.25,120.05,203.9,217.95,24.64,-92.04,35.5,-106.99,0,1.26,0.6,6.428,20220919_094248.469,PHASE_0,4.932,-0.463,-174.39
24.2,139.05,44.25,120.05,203.9,217.95,24.64,-92.04,35.5,-106.99,0,1.26,0.6,6.428,20220919_094248.580,PHASE_0,4.932,-0.463,-174.39
24.2,139.05,44.25,120.05,203.9,217.95,24.64,-92.04,35.5,-106.99,0,1.26,0.6,6.428,20220919_094248.689,PHASE_0,4.932,-0.463,-174.39
24.7,142.4,36.95,122.65,207.8,217.7,26.12,-90.42,33.3,-111,0,1.24,0.54,6.753,20220919_094248.908,PHASE_0,5.014,-0.218,-175.3
24.7,143.45,38,110.9,205.2,219.5,27.58,-90.48,32.4,-112.68,0,1.24,0.54,7.141,20220919_094249.018,PHASE_0,5.01,-0.033,-175.58
