Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
21.85,177.05,40.85,147.9,89.8,138,17.88,-49.18,107.6,-8.89,0,0.98,0.82,4.699,P_20220919_094604.054,PHASE_0,10.065,-0.952,-40.19
20.3,185.4,13.5,147.35,72.9,211.7,16.28,-45.58,105.2,-11.78,0,1.04,0.99,4.381,20220919_094606.877,PHASE_0,10.151,-1.047,-41.08
20.3,185.4,13.5,147.35,72.9,211.7,16.28,-45.58,105.2,-11.78,0,1.04,0.99,4.381,20220919_094606.986,PHASE_0,10.151,-1.047,-41.08
20.3,185.4,13.5,147.35,72.9,211.7,16.28,-45.58,105.2,-11.78,0,1.04,0.99,4.381,20220919_094607.098,PHASE_0,10.151,-1.047,-41.08
20.3,185.4,13.5,147.35,72.9,211.7,16.28,-45.58,105.2,-11.78,0,1.04,0.99,4.381,20220919_094607.207,PHASE_0,10.151,-1.047,-41.08
22.1,201.8,36.45,152.05,82.8,174.2,13.69,-47.79,102.9,-14.56,0,1.11,1.35,3.965,20220919_094607.316,PHASE_0,9.906,-1.722,-48.66
22.9,201.8,33.05,143.2,76.8,187.5,12.93,-50.43,102.2,-15.41,0,1.12,1.46,3.746,20220919_094607.423,PHASE_0,9.706,-2.043,-52.91
23.65,198.65,22.9,94.5,54.65,208.3,11.85,-47.45,94.7,-24.52,0,1.1,1.38,3.404,20220919_094607.535,PHASE_0,9.59,-2.209,-60.12
23.4,175.5,53.35,129.65,83.55,170.8,12.04,-51.74,93.1,-26.48,0,1.08,1.27,3.43,20220919_094607.642,PHASE_0,9.267,-2.457,-66.18
24.2,125.25,85.65,129.4,138,148.4,16.68,-63.18,80.2,-42.51,0,0.97,0.9,4.386,20220919_094607.970,PHASE_0,8.142,-2.402,-89.01
25.25,124.7,96.6,136.15,150.75,154.15,18.63,-66.83,76.6,-47.08,0,0.98,0.93,4.605,20220919_094608.080,PHASE_0,7.798,-2.255,-95.28
23.4,106.25,97.9,148.15,169.5,162.5,20.01,-73.21,74.3,-50.03,0,0.98,0.93,4.55,20220919_094608.187,PHASE_0,7.274,-2.242,-103.23
27.3,98.65,105.45,158.05,177.05,149.2,22.08,-79.58,75.2,-48.88,0,1,1,4.812,20220919_094608.300,PHASE_0,6.898,-2.138,-106.38
29.15,88.8,107,182.55,204.65,161.95,22.62,-81.52,73.9,-50.55,0,1,1.02,5.102,20220919_094608.410,PHASE_0,6.713,-2.091,-109.45
50.25,72.9,134.35,214.55,237.2,145.8,23.35,-86.75,74.3,-50.03,0,1,1.02,4.333,20220919_094608.517,PHASE_0,6.343,-2.087,-113.43
47.1,56.25,172.9,199.7,257.55,148.65,23.47,-90.57,72.3,-52.62,0,0.98,0.93,6.462,20220919_094608.625,PHASE_0,5.965,-2.064,-119.72
22.9,42.7,182.55,63.8,203.1,154.15,23.22,-97.82,71,-54.32,0,0.96,0.85,6.377,20220919_094608.950,PHASE_0,5.336,-2.048,-128.92
22.9,42.95,182,64.8,200.75,149.7,23.22,-97.82,71,-54.32,0,0.96,0.85,6.37,20220919_094609.059,PHASE_0,5.336,-2.048,-128.92
