Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
22.9,189.05,14.55,88.25,42.7,216.65,18.01,-50.01,106.1,-10.69,0,1.19,0.03,5.353,P_20220919_095433.330,PHASE_0,9.984,-1.034,-42.69
23.4,189.3,14.55,86.95,43.2,212.75,16.61,-46.31,97.2,-21.47,0,1.18,-0.03,4.829,20220919_095434.653,PHASE_0,9.885,-1.267,-51.17
23.15,181.25,40.1,85.15,64.3,177.6,15.15,-55.25,90,-30.29,0,1.17,0.07,4.677,20220919_095434.747,PHASE_0,9.042,-2.198,-70.39
22.9,165.85,70.55,169,157,175.25,14.16,-56.56,54.7,-76.56,0,1.19,0.15,4.421,20220919_095434.857,PHASE_0,7.4,-2.266,-118.96
23.65,147.1,72.35,158.55,164.55,176.3,14.55,-58.15,46.8,-88.31,0,1.21,0.21,4.436,20220919_095434.968,PHASE_0,6.99,-2.02,-131.91
23.15,135.9,72.1,148.4,164.8,172.35,14.55,-58.15,46.8,-88.31,0,1.21,0.21,4.436,20220919_095435.075,PHASE_0,6.99,-2.02,-131.91
23.95,130.7,75.75,143.45,166.4,166.65,15.15,-60.75,45.3,-90.64,0,1.21,0.22,4.436,20220919_095435.186,PHASE_0,6.792,-1.932,-136.24
25.25,131.25,80.95,143.75,166.4,165.35,15.87,-64.27,48.2,-86.16,0,1.18,0.16,4.332,20220919_095435.296,PHASE_0,6.7,-2.001,-134.56
24.7,132.55,84.1,139.55,169.5,164.8,15.87,-64.27,48.2,-86.16,0,1.18,0.16,4.257,20220919_095435.408,PHASE_0,6.7,-2.001,-134.56
25.5,133.85,82,138.8,169.25,165.1,16.56,-66.06,48.8,-85.25,0,1.17,0.09,4.257,20220919_095435.517,PHASE_0,6.629,-1.963,-134.75
24.45,134.35,82,139.3,169.75,170.8,16.56,-66.06,48.8,-85.25,0,1.17,0.09,4.356,20220919_095435.620,PHASE_0,6.629,-1.963,-134.75
25.75,134.85,82,139.8,169.5,165.85,17.21,-69.11,48,-86.47,0,1.17,0.01,4.356,20220919_095435.734,PHASE_0,6.424,-1.89,-138.37
25.75,134.85,82,139.8,169.5,165.85,17.21,-69.11,48,-86.47,0,1.17,0.01,4.356,20220919_095435.844,PHASE_0,6.424,-1.89,-138.37
26,136.7,85.65,140.35,165.35,165.1,17.21,-69.11,48,-86.47,0,1.17,0.01,5.12,20220919_095435.953,PHASE_0,6.424,-1.89,-138.37
25.5,131.25,81.5,129.65,135.15,39.8,17.86,-75.86,48.2,-86.16,0,1.15,-0.04,4.976,20220919_095436.068,PHASE_0,6.009,-1.86,-144.16
24.45,131.5,71.35,107,111.15,156.5,18.54,-76.54,48.2,-86.16,0,1.15,-0.04,4.976,20220919_095436.168,PHASE_0,5.986,-1.789,-144.16
24.7,115.85,72.9,93.2,101.3,153.6,19.31,-79.61,48.6,-85.55,0,1.17,0,4.976,20220919_095436.283,PHASE_0,5.819,-1.728,-145.85
27.05,115.6,72.1,72.9,68.75,149.7,19.31,-79.61,48.6,-85.55,0,1.17,0,4.976,20220919_095436.392,PHASE_0,5.819,-1.728,-145.85
25.5,109.85,69.25,39.8,39.8,119.5,20.24,-83.64,48.9,-85.1,0,1.17,0.01,4.281,20220919_095436.502,PHASE_0,5.588,-1.637,-148.5
27.05,112.75,73.65,39.55,40.85,112.5,21.14,-85.14,52.5,-79.75,0,1.17,0.05,4.312,20220919_095436.609,PHASE_0,5.614,-1.693,-143.75
27.05,117.95,83.05,42.15,43.75,111.7,21.14,-85.14,52.5,-79.75,0,1.17,0.05,4.312,20220919_095436.719,PHASE_0,5.614,-1.693,-143.75
27.05,118.45,90.35,47.35,51.3,109.1,21.96,-88.96,55.4,-75.56,0,1.18,0.02,6.208,20220919_095436.825,PHASE_0,5.457,-1.709,-142.56
24.2,71.6,115.1,97.9,149.45,121.35,22.59,-89.19,59.2,-70.2,0,1.17,-0.02,6.343,20220919_095437.042,PHASE_0,5.577,-1.786,-136.8
22.9,86.7,101.3,106.25,143.2,134.6,22.59,-89.19,59.2,-70.2,0,1.17,-0.02,6.343,20220919_095437.155,PHASE_0,5.577,-1.786,-136.8
24.2,97.9,110.4,107.55,135.4,141.9,22.8,-92,62.1,-66.2,0,1.15,-0.11,6.382,20220919_095437.267,PHASE_0,5.47,-1.852,-135.4
27.6,77.05,141.4,90.85,170.8,140.85,22.8,-92,62.1,-66.2,0,1.15,-0.11,6.382,20220919_095437.370,PHASE_0,5.47,-1.852,-135.4
55.7,52.6,164.3,159.85,238.25,122.35,22.91,-97.81,64.7,-62.67,0,1.15,-0.06,6.382,20220919_095437.591,PHASE_0,5.121,-1.883,-137.57
55.7,52.6,164.3,159.85,238.25,122.35,22.91,-97.81,64.7,-62.67,0,1.15,-0.06,6.382,20220919_095437.700,PHASE_0,5.121,-1.883,-137.57
66.4,44.5,199.45,156.25,261.7,115.1,22.91,-97.81,64.7,-62.67,0,1.15,-0.06,6.382,20220919_095437.814,PHASE_0,5.121,-1.883,-137.57
74.45,42.15,219.5,142.4,270.8,95.8,23.07,-99.77,67,-59.59,0,1.17,0,6.425,20220919_095437.922,PHASE_0,5.049,-1.922,-136.29
72.1,51.3,172.9,107.25,222.9,84.6,23.14,-99.74,66.5,-60.26,0,1.17,0.01,6.435,20220919_095438.033,PHASE_0,5.038,-1.9,-136.86
70.3,27.3,184.85,103.35,240.6,79.9,23.02,-102.32,63.7,-64.02,0,1.18,0.12,6.435,20220919_095438.141,PHASE_0,4.759,-1.776,-143.32
70.3,27.3,184.85,103.35,240.6,79.9,23.02,-102.32,63.7,-64.02,0,1.18,0.12,6.435,20220919_095438.250,PHASE_0,4.759,-1.776,-143.32
14.3,129.9,101,152.85,181.25,103.1,22.72,-102.62,60,-69.09,0,1.15,-0.03,6.364,20220919_095438.694,PHASE_0,4.634,-1.652,-148.99
22.9,151.3,101.8,112.2,177.85,194.25,22.38,-102.68,60.4,-68.53,0,1.11,-0.17,6.356,20220919_095438.907,PHASE_0,4.629,-1.695,-148.83
23.4,177.05,82.8,163,180.7,201.55,22.38,-102.68,60.4,-68.53,0,1.11,-0.17,6.333,20220919_095439.014,PHASE_0,4.629,-1.695,-148.83
23.65,185.15,76.55,172.65,190.85,209.85,22.32,-106.22,52.1,-80.33,0,1.11,-0.17,6.333,20220919_095439.125,PHASE_0,4.232,-1.252,-164.23
22.9,178.35,80.7,177.85,195.55,212.5,22.32,-106.22,52.1,-80.33,0,1.11,-0.17,6.331,20220919_095439.234,PHASE_0,4.232,-1.252,-164.23
24.45,183.85,82.8,177.85,198.4,83.05,22.9,-107.1,52.7,-79.46,0,1.12,-0.07,6.346,20220919_095439.558,PHASE_0,4.196,-1.214,-163.66
24.45,184.1,78.6,167.15,189.55,192.95,22.9,-107.1,52.7,-79.46,0,1.12,-0.07,6.457,20220919_095439.670,PHASE_0,4.196,-1.214,-163.66
24.2,183.85,79.9,164.55,185.9,195.8,23.68,-109.48,46.7,-88.46,0,1.17,0.01,6.457,20220919_095439.786,PHASE_0,4.008,-0.793,-174.26
25.5,180.45,83.85,157.55,203.35,209.85,26.06,-110.26,44.1,-92.53,0,1.18,0.04,6.655,20220919_095439.999,PHASE_0,3.979,-0.468,-176.73
23.65,178.1,84.1,152.05,201,204.4,26.06,-110.26,44.1,-92.53,0,1.18,0.04,6.655,20220919_095440.113,PHASE_0,3.979,-0.468,-176.73
26.3,179.9,83.05,148.15,191.4,198.65,27.67,-111.87,44.7,-91.58,0,1.17,0.04,7.023,20220919_095440.215,PHASE_0,3.902,-0.343,-175.78
26.3,179.9,83.05,148.15,191.4,198.65,27.67,-111.87,44.7,-91.58,0,1.17,0.04,7.023,20220919_095440.328,PHASE_0,3.902,-0.343,-175.78
25.25,184.6,80.45,139.8,183.05,192.4,29.39,-114.09,43.1,-94.13,0,1.17,0.07,7.459,20220919_095440.437,PHASE_0,3.781,-0.079,-178.83
