Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
22.65,203.6,21.85,293.75,168.45,184.85,11.14,-52.04,119.5,5.45,0,1.18,-0.34,3.657,P_20220919_093823.020,PHASE_0,10.04,-1.955,-35.45
23.4,219,22.35,293.2,167.7,183.05,9.35,-48.95,116.1,1.35,0,1.16,-0.35,3.657,20220919_093824.531,PHASE_0,10.063,-2.168,-38.25
23.4,219,22.35,293.2,167.7,183.05,9.35,-48.95,116.1,1.35,0,1.16,-0.35,3.657,20220919_093824.571,PHASE_0,10.063,-2.168,-38.25
22.9,348.95,15.35,243.45,150.25,139.05,6.61,-43.21,106.4,-10.33,0,1.25,-0.09,3.395,20220919_093824.657,PHASE_0,10.007,-2.551,-46.93
22.9,344,15.85,123.4,160.65,78.9,4.57,-35.77,92.5,-27.21,0,1.22,-0.23,2.828,20220919_093824.765,PHASE_0,9.884,-2.763,-58.41
25.5,48.65,109.6,28.9,114.55,113,5.39,-37.49,83.3,-38.61,0,1.15,-0.52,2.846,20220919_093824.871,PHASE_0,9.476,-2.894,-70.71
26.8,76,87.75,24.2,96.6,118.45,6.34,-38.54,77.5,-45.93,0,1.15,-0.44,2.871,20220919_093824.983,PHASE_0,9.222,-2.863,-78.13
25.75,92.95,90.1,27.6,102.6,132.8,9.45,-44.95,77.3,-46.19,0,1.16,-0.35,3.402,20220919_093825.312,PHASE_0,8.957,-2.698,-81.69
24.45,88.25,88.8,28.9,102.05,132.25,9.45,-44.95,77.3,-46.19,0,1.16,-0.35,3.52,20220919_093825.419,PHASE_0,8.957,-2.698,-81.69
25.25,96.05,81.5,33.85,96.6,132.8,10.46,-47.26,75.8,-48.1,0,1.18,-0.25,3.52,20220919_093825.530,PHASE_0,8.789,-2.659,-84.9
25.25,106.25,80.7,38.5,91.4,132.55,10.46,-47.26,75.8,-48.1,0,1.18,-0.25,3.683,20220919_093825.642,PHASE_0,8.789,-2.659,-84.9
25.25,106.25,80.7,38.5,91.4,132.55,10.46,-47.26,75.8,-48.1,0,1.18,-0.25,3.683,20220919_093825.748,PHASE_0,8.789,-2.659,-84.9
25.25,106.25,80.7,38.5,91.4,132.55,10.46,-47.26,75.8,-48.1,0,1.18,-0.25,3.683,20220919_093825.859,PHASE_0,8.789,-2.659,-84.9
23.65,111.15,86.15,38.25,93.45,139.3,11.31,-49.91,75,-49.13,0,1.16,-0.35,3.683,20220919_093825.971,PHASE_0,8.616,-2.652,-87.73
24.2,117.95,89.55,41.4,107.25,152.85,12.03,-51.53,73.3,-51.33,0,1.18,-0.37,3.883,20220919_093826.078,PHASE_0,8.465,-2.615,-90.83
23.15,111.15,94,37.75,112.75,153.1,12.68,-53.68,71,-54.32,0,1.16,-0.38,3.883,20220919_093826.189,PHASE_0,8.246,-2.599,-95.32
23.65,98.65,96.35,35.65,119.5,153.35,12.68,-53.68,71,-54.32,0,1.16,-0.38,4.094,20220919_093826.298,PHASE_0,8.246,-2.599,-95.32
25,92.4,94,31.25,121.35,153.35,13.36,-56.06,69.9,-55.76,0,1.16,-0.37,4.094,20220919_093826.404,PHASE_0,8.062,-2.583,-98.46
24.45,91.1,92.15,31.5,117.4,29.9,14.08,-58.58,68.7,-57.34,0,1.18,-0.32,4.196,20220919_093826.517,PHASE_0,7.864,-2.558,-101.84
24.45,91.1,92.15,31.5,117.4,29.9,14.08,-58.58,68.7,-57.34,0,1.18,-0.32,4.196,20220919_093826.626,PHASE_0,7.864,-2.558,-101.84
23.65,103.1,91.4,35.9,121.35,162.5,14.72,-61.42,67.5,-58.93,0,1.16,-0.34,4.252,20220919_093826.736,PHASE_0,7.637,-2.544,-105.63
24.2,100.75,95.55,35.4,126.55,164.3,14.72,-61.42,67.5,-58.93,0,1.16,-0.34,4.255,20220919_093826.845,PHASE_0,7.637,-2.544,-105.63
23.65,97.35,93.75,38,130.2,165.35,15.27,-63.07,65.7,-61.33,0,1.16,-0.37,4.255,20220919_093826.953,PHASE_0,7.465,-2.491,-109.13
23.65,97.35,91.1,39.55,132.55,167.4,15.27,-64.67,64,-63.61,0,1.19,-0.35,4.255,20220919_093827.058,PHASE_0,7.278,-2.502,-113.01
23.65,97.65,91.1,42.15,133.55,170.3,15.78,-65.18,64,-63.61,0,1.19,-0.35,4.255,20220919_093827.170,PHASE_0,7.263,-2.448,-113.01
24.7,99.45,94,52.3,139.3,168.45,16.23,-67.53,62.7,-65.38,0,1.18,-0.35,4.16,20220919_093827.280,PHASE_0,7.057,-2.415,-116.68
23.4,107.25,93.75,72.9,145.05,170.05,16.23,-67.53,62.7,-65.38,0,1.18,-0.35,4.16,20220919_093827.390,PHASE_0,7.057,-2.415,-116.68
22.9,110.9,95.55,85.15,153.9,173.95,16.61,-69.71,61,-67.71,0,1.19,-0.35,4.114,20220919_093827.502,PHASE_0,6.846,-2.368,-120.81
25.5,109.85,100.75,84.6,160.9,178.9,16.61,-69.71,61,-67.71,0,1.19,-0.35,4.114,20220919_093827.608,PHASE_0,6.846,-2.368,-120.81
23.4,95.55,101.3,77.05,164.55,183.55,16.96,-72.36,58.5,-71.17,0,1.19,-0.35,4.083,20220919_093827.718,PHASE_0,6.572,-2.297,-126.57
23.4,95.55,101.3,77.05,164.55,183.55,16.96,-72.36,58.5,-71.17,0,1.19,-0.35,4.083,20220919_093827.827,PHASE_0,6.572,-2.297,-126.57
23.4,84.1,101.3,62.2,163.8,182.8,17.35,-74.35,58.8,-70.75,0,1.19,-0.34,4.075,20220919_093827.937,PHASE_0,6.456,-2.28,-127.75
23.4,84.1,101.3,62.2,163.8,182.8,17.35,-74.35,58.8,-70.75,0,1.19,-0.34,4.075,20220919_093828.049,PHASE_0,6.456,-2.28,-127.75
23.4,84.1,101.3,62.2,163.8,182.8,17.35,-74.35,58.8,-70.75,0,1.19,-0.34,4.075,20220919_093828.157,PHASE_0,6.456,-2.28,-127.75
23.4,84.1,101.3,62.2,163.8,182.8,17.35,-74.35,58.8,-70.75,0,1.19,-0.34,4.075,20220919_093828.265,PHASE_0,6.456,-2.28,-127.75
22.9,75.75,98.65,35.9,156.25,60.15,18.07,-79.17,57.7,-72.29,0,1.19,-0.32,4.086,20220919_093828.380,PHASE_0,6.096,-2.196,-133.39
22.9,76.8,100,39.8,160.9,188.5,18.27,-81.17,56.1,-74.56,0,1.21,-0.31,4.125,20220919_093828.487,PHASE_0,5.907,-2.124,-137.46
22.65,65.35,106.25,33.85,172.9,192.95,18.27,-81.17,56.1,-74.56,0,1.21,-0.31,4.125,20220919_093828.599,PHASE_0,5.907,-2.124,-137.46
22.9,65.1,106.25,29.9,176.3,192.4,18.47,-83.47,53.9,-77.71,0,1.21,-0.31,4.287,20220919_093828.710,PHASE_0,5.684,-2.017,-142.71
23.65,81.25,104.65,25.5,174.2,183.3,18.79,-85.89,52.9,-79.16,0,1.19,-0.32,5.646,20220919_093828.811,PHASE_0,5.499,-1.933,-146.26
23.15,128.6,86.95,50,166.9,189.3,18.79,-88.69,51.8,-80.78,0,1.19,-0.31,5.646,20220919_093828.921,PHASE_0,5.28,-1.861,-150.68
22.9,129.4,72.9,89.3,180.45,202.85,19.03,-88.93,51.8,-80.78,0,1.19,-0.31,5.71,20220919_093829.031,PHASE_0,5.271,-1.837,-150.68
23.4,122.9,79.9,85.65,204.65,218.2,19.11,-90.01,52.3,-80.04,0,1.19,-0.31,5.71,20220919_093829.138,PHASE_0,5.213,-1.839,-150.94
25.25,156.25,43.45,104.9,176.8,237.5,19.76,-93.16,43.5,-93.49,0,1.18,-0.32,5.697,20220919_093829.576,PHASE_0,4.867,-1.313,-166.89
23.4,143.2,61.7,112.5,178.6,209.85,19.76,-93.16,43.5,-93.49,0,1.18,-0.32,0,20220919_093829.686,PHASE_0,4.867,-1.313,-166.89
24.7,144.5,55.45,109.85,177.05,200.5,20.94,-95.64,44.4,-92.06,0,1.19,-0.23,0,20220919_093829.796,PHASE_0,4.756,-1.216,-166.76
24.45,147.9,52.6,110.4,180.95,86.7,22.31,-95.81,42.2,-95.59,0,1.18,-0.3,0,20220919_093829.905,PHASE_0,4.747,-0.983,-169.09
27.05,148.4,51.55,105.45,189.55,210.65,22.31,-95.81,42.2,-95.59,0,1.18,-0.3,6.208,20220919_093830.013,PHASE_0,4.747,-0.983,-169.09
23.4,147.65,51.55,104.65,194.5,212.5,23.69,-96.99,36.2,-105.75,0,1.18,-0.3,6.208,20220919_093830.124,PHASE_0,4.664,-0.508,-179.05
23.15,148.65,52.05,92.95,195.3,209.35,25.1,-95,35.3,-107.35,0,1.19,-0.24,6.396,20220919_093830.345,PHASE_0,4.778,-0.371,-177.25
22.9,150.5,49.7,89.55,196.05,212.2,25.1,-95,35.3,-107.35,0,1.19,-0.24,6.837,20220919_093830.450,PHASE_0,4.778,-0.371,-177.25
25.75,151,48.65,78.35,197.1,212.5,26.56,-96.16,34.1,-109.52,0,1.19,-0.28,6.837,20220919_093830.566,PHASE_0,4.722,-0.159,-179.12
17.15,151.55,50.75,73.15,199.2,209.85,26.56,-96.16,34.1,-109.52,0,1.19,-0.28,6.837,20220919_093830.671,PHASE_0,4.722,-0.159,-179.12
