Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
20.3,195.05,32.55,170.55,88,58.85,16.28,-58.18,110.8,-5.03,0,0.79,0.5,4.754,P_20220919_094616.776,PHASE_0,9.616,-1.744,-46.93
23.4,190.1,34.6,167.4,89.55,178.6,16.28,-58.18,110.8,-5.03,0,0.79,0.5,4.187,20220919_094619.291,PHASE_0,9.616,-1.744,-46.93
23.15,185.9,27.6,76.3,42.95,199.7,14.58,-56.28,110.1,-5.87,0,0.86,0.86,3.966,20220919_094619.455,PHASE_0,9.657,-1.929,-47.57
23.4,101.55,47.1,52.05,66.1,135.15,14.68,-57.98,107,-9.61,0,1,1.49,4.106,20220919_094619.563,PHASE_0,9.457,-2.098,-52.91
24.2,72.65,105.7,53.6,124.2,118.2,17.89,-68.19,85.5,-35.86,0,1,1.36,4.425,20220919_094619.892,PHASE_0,8.045,-2.41,-86.16
23.15,85.9,103.35,81.25,132.25,119.25,19.27,-70.77,80.7,-41.87,0,0.83,1.03,4.696,20220919_094620.004,PHASE_0,7.703,-2.31,-93.37
27.85,65.85,111.15,80.7,149.45,149.7,19.58,-70.88,79.6,-43.26,0,0.86,0.82,4.636,20220919_094620.112,PHASE_0,7.66,-2.268,-94.56
26.8,79.4,102.05,93.2,146.05,134.85,20.02,-71.52,76.3,-47.46,0,0.86,0.83,4.62,20220919_094620.223,PHASE_0,7.488,-2.212,-98.96
26.8,79.4,102.05,93.2,146.05,134.85,20.02,-71.52,76.3,-47.46,0,0.86,0.83,4.62,20220919_094620.331,PHASE_0,7.488,-2.212,-98.96
25.5,62.75,114.55,80.45,160.4,153.35,20.47,-78.37,78.6,-44.53,0,0.9,1,4.62,20220919_094620.440,PHASE_0,7.073,-2.345,-102.43
26.8,64.55,109.1,85.4,160.15,154.15,20.9,-79.7,75.9,-47.98,0,0.91,1.02,4.691,20220919_094620.549,PHASE_0,6.873,-2.29,-106.78
27.05,72.35,112.2,134.6,188.25,161.45,21.61,-84.81,72.4,-52.49,0,0.93,1.21,4.96,20220919_094620.658,PHASE_0,6.356,-2.225,-115.69
41.4,60.15,152.05,131.75,207.8,155.45,21.97,-89.07,68.1,-58.13,0,0.87,0.92,4.342,20220919_094620.771,PHASE_0,5.872,-2.115,-125.23
41.4,60.15,152.05,131.75,207.8,155.45,21.97,-89.07,68.1,-58.13,0,0.87,0.92,4.342,20220919_094620.879,PHASE_0,5.872,-2.115,-125.23
51.3,59.1,163.25,123.4,217.7,151,22.03,-90.53,69.7,-56.02,0,0.89,0.97,4.361,20220919_094620.992,PHASE_0,5.818,-2.151,-124.52
25.25,42.4,170.55,80.45,209.85,171.05,22.05,-92.65,69.7,-56.02,0,0.87,0.9,5.974,20220919_094621.096,PHASE_0,5.653,-2.148,-126.62
24.7,45.3,172.65,47.35,189.8,183.3,22.16,-94.86,71.5,-53.66,0,0.84,0.85,5.96,20220919_094621.208,PHASE_0,5.547,-2.178,-126.36
24.7,45.3,172.65,47.35,189.8,183.3,22.16,-94.86,71.5,-53.66,0,0.84,0.85,5.96,20220919_094621.315,PHASE_0,5.547,-2.178,-126.36
24.7,45.3,172.65,47.35,189.8,183.3,22.16,-94.86,71.5,-53.66,0,0.84,0.85,5.96,20220919_094621.424,PHASE_0,5.547,-2.178,-126.36
24.7,45.3,172.65,47.35,189.8,183.3,22.16,-94.86,71.5,-53.66,0,0.84,0.85,5.96,20220919_094621.534,PHASE_0,5.547,-2.178,-126.36
24.7,45.3,172.65,47.35,189.8,183.3,22.16,-94.86,71.5,-53.66,0,0.84,0.85,5.96,20220919_094621.644,PHASE_0,5.547,-2.178,-126.36
24.7,45.3,172.65,47.35,189.8,183.3,22.16,-94.86,71.5,-53.66,0,0.84,0.85,5.96,20220919_094621.752,PHASE_0,5.547,-2.178,-126.36
24.7,45.3,172.65,47.35,189.8,183.3,22.16,-94.86,71.5,-53.66,0,0.84,0.85,5.96,20220919_094621.865,PHASE_0,5.547,-2.178,-126.36
41.1,45.3,162.75,65.35,192.4,171.85,22.28,-97.28,70.9,-54.45,0,0.91,1.03,5.991,20220919_094621.970,PHASE_0,5.34,-2.136,-129.45
31.75,39.55,197.35,51.55,217.15,166.9,22.32,-101.12,66.6,-60.12,0,0.94,1.07,6.029,20220919_094622.083,PHASE_0,4.909,-1.956,-138.92
25.5,105.7,127.85,93.2,191.4,178.6,22.14,-101.24,62.9,-65.11,0,0.94,1.13,6.05,20220919_094622.193,PHASE_0,4.789,-1.838,-144.21
24.7,96.35,143.45,104.9,239.05,229.4,21.84,-104.94,62.3,-65.92,0,0.91,1.06,6.024,20220919_094622.304,PHASE_0,4.498,-1.766,-149.02
24.45,191.9,86.45,126,168.75,235.65,21.75,-108.65,58.4,-71.31,0,0.94,1.14,5.908,20220919_094622.411,PHASE_0,4.158,-1.515,-158.21
22.9,198.95,86.15,106.5,178.6,248.15,21.75,-108.65,58.4,-71.31,0,0.94,1.14,5.908,20220919_094622.524,PHASE_0,4.158,-1.515,-158.21
22.9,198.95,86.15,106.5,178.6,248.15,21.75,-108.65,58.4,-71.31,0,0.94,1.14,5.908,20220919_094622.631,PHASE_0,4.158,-1.515,-158.21
22.9,198.95,86.15,106.5,178.6,248.15,21.75,-108.65,58.4,-71.31,0,0.94,1.14,5.908,20220919_094622.740,PHASE_0,4.158,-1.515,-158.21
22.9,198.95,86.15,106.5,178.6,248.15,21.75,-108.65,58.4,-71.31,0,0.94,1.14,5.908,20220919_094622.850,PHASE_0,4.158,-1.515,-158.21
24.2,179.65,98.65,86.7,175.25,223.15,22.29,-109.99,55.1,-75.98,0,0.94,1.18,5.908,20220919_094622.960,PHASE_0,4.032,-1.288,-163.68
23.95,193.45,89.55,95.55,170.55,208.85,24.41,-111.81,49.6,-84.05,0,1.05,1.45,6.517,20220919_094623.066,PHASE_0,3.901,-0.82,-171.45
23.95,193.45,89.55,95.55,170.55,208.85,24.41,-111.81,49.6,-84.05,0,1.05,1.45,6.517,20220919_094623.176,PHASE_0,3.901,-0.82,-171.45
23.95,193.45,89.55,95.55,170.55,208.85,24.41,-111.81,49.6,-84.05,0,1.05,1.45,6.517,20220919_094623.283,PHASE_0,3.901,-0.82,-171.45
23.95,193.45,89.55,95.55,170.55,208.85,24.41,-111.81,49.6,-84.05,0,1.05,1.45,6.517,20220919_094623.396,PHASE_0,3.901,-0.82,-171.45
