Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
20.05,211.95,27.6,189.8,94,202.85,17.64,-54.44,109.7,-6.36,0,1.03,-0.32,5.948,P_20220919_095547.503,PHASE_0,9.839,-1.299,-43.16
22.35,214.55,25.75,200.5,101.3,195.55,17.64,-54.44,109.7,-6.36,0,1.03,-0.32,5.318,20220919_095549.220,PHASE_0,9.839,-1.299,-43.16
22.35,214.55,25.75,200.5,101.3,195.55,17.64,-54.44,109.7,-6.36,0,1.03,-0.32,5.318,20220919_095549.269,PHASE_0,9.839,-1.299,-43.16
21.85,196.6,33.55,217.95,117.95,173.95,15.42,-56.82,111,-4.79,0,1.08,-0.04,4.711,20220919_095549.346,PHASE_0,9.678,-1.797,-46.19
22.9,204.65,33.55,72.9,43.2,200,11.68,-55.08,110.2,-5.75,0,1.19,0.46,3.555,20220919_095549.453,PHASE_0,9.626,-2.339,-49.15
25.5,131.25,89.3,73.15,82.25,126.8,11.23,-54.63,99.4,-18.8,0,1.29,0.82,3.372,20220919_095549.562,PHASE_0,9.273,-2.635,-62.2
23.4,81.5,96.05,31.5,108.55,137.5,15.79,-62.69,80.7,-41.87,0,1.14,0.33,3.987,20220919_095549.894,PHASE_0,8.161,-2.51,-88.77
24.2,74.2,100.25,31.25,114.05,140.35,16.54,-64.94,79.6,-43.26,0,1.14,0.3,4.116,20220919_095549.998,PHASE_0,7.981,-2.486,-91.66
25.25,69.25,102.6,30.95,118.2,142.7,17.27,-66.97,78.2,-45.04,0,1.11,0.21,4.316,20220919_095550.215,PHASE_0,7.801,-2.451,-94.74
25.25,69.25,102.6,30.95,118.2,142.7,17.27,-66.97,78.2,-45.04,0,1.11,0.21,4.316,20220919_095550.330,PHASE_0,7.801,-2.451,-94.74
23.15,65.85,101.8,31.25,119.5,141.9,18,-68.9,76.7,-46.95,0,1.12,0.21,4.316,20220919_095550.439,PHASE_0,7.622,-2.405,-97.85
19.25,66.9,98.65,31.5,121.05,145.3,18.65,-71.25,75.8,-48.1,0,1.14,0.23,4.395,20220919_095550.550,PHASE_0,7.433,-2.38,-100.7
19.25,66.9,98.65,31.5,121.05,145.3,18.65,-71.25,75.8,-48.1,0,1.14,0.23,4.395,20220919_095550.658,PHASE_0,7.433,-2.38,-100.7
23.95,71.85,99.45,33.85,122.9,157.55,19.26,-73.36,74.3,-50.03,0,1.14,0.25,4.381,20220919_095550.766,PHASE_0,7.233,-2.341,-104.13
23.65,69.5,100.5,37.2,127.3,158.05,19.26,-73.36,74.3,-50.03,0,1.14,0.25,4.351,20220919_095550.877,PHASE_0,7.233,-2.341,-104.13
