Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
20.55,235.4,29.9,181.25,98.4,201.0,14.53,-46.83,110.5,-5.39,0,0.8,0.55,4.794,P_20220919_093955.842,PHASE_0,10.191,-1.282,-37.69
19.5,244.0,31.25,161.15,86.45,210.15,14.53,-46.83,110.5,-5.39,0,0.8,0.55,4.794,20220919_093957.424,PHASE_0,10.191,-1.282,-37.69
24.7,219.0,38.5,66.1,44.75,192.4,10.71,-48.51,102.3,-15.28,0,0.96,1.14,3.829,20220919_093957.515,PHASE_0,9.741,-2.295,-53.08
24.2,83.55,51.3,69.5,93.75,151.3,10.92,-46.82,77.5,-45.93,0,1.0,1.34,3.734,20220919_093957.622,PHASE_0,8.911,-2.559,-81.83
23.4,107.0,73.15,70.05,113.8,155.45,13.26,-52.56,73.6,-50.94,0,0.89,0.96,4.052,20220919_093957.732,PHASE_0,8.462,-2.476,-90.24
24.45,114.8,93.45,54.9,121.05,145.05,14.11,-54.31,71.2,-54.05,0,0.87,0.86,4.424,20220919_093957.843,PHASE_0,8.274,-2.418,-94.25
22.9,107.0,96.35,47.9,127.05,148.15,14.86,-56.76,68.4,-57.73,0,0.86,0.83,4.424,20220919_093957.952,PHASE_0,8.013,-2.387,-99.63
24.2,97.35,98.15,46.35,132.8,150.75,14.86,-56.76,68.4,-57.73,0,0.86,0.83,4.57,20220919_093958.062,PHASE_0,8.013,-2.387,-99.63
24.2,97.35,98.15,46.35,132.8,150.75,14.86,-56.76,68.4,-57.73,0,0.86,0.83,4.57,20220919_093958.174,PHASE_0,8.013,-2.387,-99.63
24.2,97.35,98.15,46.35,132.8,150.75,14.86,-56.76,68.4,-57.73,0,0.86,0.83,4.57,20220919_093958.282,PHASE_0,8.013,-2.387,-99.63
24.45,86.95,97.1,41.9,133.85,148.65,15.51,-59.51,66.2,-60.66,0,0.84,0.85,4.57,20220919_093958.391,PHASE_0,7.751,-2.366,-104.66
23.95,94.0,89.8,43.75,128.6,156.5,16.82,-63.72,65.7,-61.33,0,0.86,0.88,4.532,20220919_093958.504,PHASE_0,7.483,-2.306,-108.23
22.65,96.35,94.0,38.8,131.25,165.35,16.82,-63.72,65.7,-61.33,0,0.86,0.88,4.532,20220919_093958.609,PHASE_0,7.483,-2.306,-108.23
23.15,103.6,92.15,51.8,137.75,158.55,17.46,-65.66,64.7,-62.67,0,0.86,0.86,4.467,20220919_093958.719,PHASE_0,7.327,-2.257,-110.87
23.15,103.6,92.15,51.8,137.75,158.55,17.46,-65.66,64.7,-62.67,0,0.86,0.86,4.467,20220919_093958.830,PHASE_0,7.327,-2.257,-110.87
23.15,103.6,92.15,51.8,137.75,158.55,17.46,-65.66,64.7,-62.67,0,0.86,0.86,4.467,20220919_093958.945,PHASE_0,7.327,-2.257,-110.87
23.15,103.6,92.15,51.8,137.75,158.55,17.46,-65.66,64.7,-62.67,0,0.86,0.86,4.467,20220919_093959.047,PHASE_0,7.327,-2.257,-110.87
23.4,119.25,93.75,95.05,152.3,162.75,17.99,-67.59,63.4,-64.43,0,0.89,0.92,4.339,20220919_093959.156,PHASE_0,7.153,-2.212,-114.03
22.9,86.45,109.35,89.05,184.85,184.1,18.75,-71.95,58.1,-71.73,0,0.9,0.92,4.434,20220919_093959.264,PHASE_0,6.654,-2.074,-124.93
23.15,78.35,107.8,93.2,186.15,176.8,18.75,-71.95,58.1,-71.73,0,0.9,0.92,4.434,20220919_093959.378,PHASE_0,6.654,-2.074,-124.93
23.4,81.25,106.25,99.45,182.0,163.5,19.25,-74.65,59.5,-69.78,0,0.9,0.93,4.434,20220919_093959.484,PHASE_0,6.533,-2.088,-125.18
22.9,81.25,105.95,96.6,182.8,166.4,19.25,-74.65,59.5,-69.78,0,0.9,0.93,4.434,20220919_093959.591,PHASE_0,6.533,-2.088,-125.18
23.65,72.65,103.35,77.3,195.3,183.55,19.76,-79.06,59.8,-69.36,0,0.91,0.99,4.51,20220919_093959.703,PHASE_0,6.242,-2.079,-128.66
