Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
19.5,202.6,15.1,72.1,40.35,174.2,12.25,-38.05,111.3,-4.43,0,0.98,-0.38,3.862,P_20220919_093849.665,PHASE_0,10.56,-1.006,-30.23
21.35,210.15,17.7,73.4,41.1,182.55,10.57,-36.87,103.0,-14.44,0,1.15,0.12,3.862,20220919_093851.342,PHASE_0,10.378,-1.498,-40.74
21.35,210.15,17.7,73.4,41.1,182.55,10.57,-36.87,103.0,-14.44,0,1.15,0.12,3.862,20220919_093851.376,PHASE_0,10.378,-1.498,-40.74
23.15,201.0,67.4,56.25,69.5,176.8,8.15,-36.35,90.6,-29.55,0,1.46,0.96,2.875,20220919_093851.450,PHASE_0,9.94,-2.223,-57.75
24.7,106.25,77.05,47.1,98.15,149.2,10.1,-41.7,70.9,-54.45,0,1.17,0.08,3.207,20220919_093851.565,PHASE_0,8.916,-2.467,-86.05
23.65,105.45,85.9,35.9,106.5,150.0,11.85,-47.65,74.4,-49.9,0,1.11,-0.11,3.727,20220919_093851.671,PHASE_0,8.765,-2.469,-85.7
24.7,108.85,86.7,35.4,113.0,154.4,13.54,-52.24,70.1,-55.49,0,1.21,0.19,3.936,20220919_093851.782,PHASE_0,8.343,-2.416,-94.19
23.65,103.9,89.05,35.9,114.55,154.15,14.36,-54.36,68.6,-57.47,0,1.19,0.18,4.199,20220919_093851.893,PHASE_0,8.166,-2.373,-97.47
24.2,102.85,89.55,33.05,113.5,156.75,15.08,-56.38,66.8,-59.86,0,1.17,0.11,4.199,20220919_093852.001,PHASE_0,7.977,-2.33,-101.16
22.65,111.7,91.9,40.35,117.15,36.95,15.7,-58.7,65.6,-61.46,0,1.17,0.09,4.314,20220919_093852.109,PHASE_0,7.789,-2.309,-104.46
24.7,117.15,93.45,42.4,122.9,157.25,15.7,-58.7,65.6,-61.46,0,1.17,0.09,4.314,20220919_093852.218,PHASE_0,7.789,-2.309,-104.46
24.7,117.15,93.45,42.4,122.9,157.25,15.7,-58.7,65.6,-61.46,0,1.17,0.09,4.314,20220919_093852.328,PHASE_0,7.789,-2.309,-104.46
23.65,113.0,92.95,48.65,127.05,162.2,16.21,-60.11,63.5,-64.29,0,1.17,0.11,4.288,20220919_093852.438,PHASE_0,7.619,-2.256,-108.19
23.15,115.1,92.15,48.65,130.95,166.4,16.6,-62.5,61.5,-67.02,0,1.19,0.18,4.288,20220919_093852.546,PHASE_0,7.381,-2.236,-112.92
23.95,112.2,93.75,49.2,135.4,170.55,16.6,-62.5,61.5,-67.02,0,1.19,0.18,4.288,20220919_093852.653,PHASE_0,7.381,-2.236,-112.92
22.35,111.7,92.95,46.85,140.35,174.7,16.84,-64.34,59.6,-69.64,0,1.21,0.21,4.288,20220919_093852.764,PHASE_0,7.181,-2.21,-117.14
23.95,105.2,94.25,44.5,150.5,185.65,16.84,-64.34,59.6,-69.64,0,1.21,0.21,4.184,20220919_093852.874,PHASE_0,7.181,-2.21,-117.14
23.65,100.25,95.05,44.0,154.65,187.5,17.01,-66.51,58.3,-71.45,0,1.21,0.22,4.184,20220919_093852.984,PHASE_0,6.982,-2.202,-120.95
24.2,95.55,96.35,42.15,161.95,189.05,17.01,-66.51,58.3,-71.45,0,1.21,0.22,4.138,20220919_093853.094,PHASE_0,6.982,-2.202,-120.95
24.2,79.9,102.6,30.95,173.15,193.2,17.14,-68.94,56.5,-73.99,0,1.22,0.23,4.073,20220919_093853.204,PHASE_0,6.745,-2.178,-125.79
24.2,79.9,102.6,30.95,173.15,193.2,17.14,-68.94,56.5,-73.99,0,1.22,0.23,4.073,20220919_093853.310,PHASE_0,6.745,-2.178,-125.79
23.15,75.5,98.15,27.85,175.75,192.7,17.33,-71.83,55.0,-76.13,0,1.21,0.18,4.073,20220919_093853.422,PHASE_0,6.493,-2.145,-130.63
24.7,71.6,105.7,22.9,182.0,193.45,17.62,-74.52,53.9,-77.71,0,1.18,0.11,4.089,20220919_093853.529,PHASE_0,6.277,-2.097,-134.61
23.15,65.35,109.1,27.3,190.1,190.35,17.62,-77.12,52.5,-79.75,0,1.18,0.08,4.256,20220919_093853.641,PHASE_0,6.05,-2.057,-139.25
23.15,65.35,109.1,27.3,190.1,190.35,17.62,-77.12,52.5,-79.75,0,1.18,0.08,4.256,20220919_093853.750,PHASE_0,6.05,-2.057,-139.25
23.65,59.85,116.4,19.5,201.3,191.4,17.99,-77.49,52.5,-79.75,0,1.18,0.08,4.256,20220919_093853.858,PHASE_0,6.038,-2.019,-139.25
23.4,56.75,116.4,19.0,195.8,70.8,18.38,-79.28,50.8,-82.25,0,1.17,0.07,4.256,20220919_093853.978,PHASE_0,5.876,-1.913,-143.15
23.4,56.75,116.4,19.0,195.8,70.8,18.38,-79.28,50.8,-82.25,0,1.17,0.07,4.256,20220919_093854.085,PHASE_0,5.876,-1.913,-143.15
23.4,56.75,116.4,19.0,195.8,70.8,18.38,-79.28,50.8,-82.25,0,1.17,0.07,4.256,20220919_093854.188,PHASE_0,5.876,-1.913,-143.15
23.4,56.75,116.4,19.0,195.8,70.8,18.38,-79.28,50.8,-82.25,0,1.17,0.07,4.256,20220919_093854.297,PHASE_0,5.876,-1.913,-143.15
23.4,56.75,116.4,19.0,195.8,70.8,18.38,-79.28,50.8,-82.25,0,1.17,0.07,4.256,20220919_093854.410,PHASE_0,5.876,-1.913,-143.15
23.4,56.75,116.4,19.0,195.8,70.8,18.38,-79.28,50.8,-82.25,0,1.17,0.07,4.256,20220919_093854.518,PHASE_0,5.876,-1.913,-143.15
23.4,56.75,116.4,19.0,195.8,70.8,18.38,-79.28,50.8,-82.25,0,1.17,0.07,4.256,20220919_093854.627,PHASE_0,5.876,-1.913,-143.15
23.4,56.75,116.4,19.0,195.8,70.8,18.38,-79.28,50.8,-82.25,0,1.17,0.07,4.256,20220919_093854.734,PHASE_0,5.876,-1.913,-143.15
23.95,57.55,113.25,16.9,199.7,198.15,19.28,-84.08,48.9,-85.1,0,1.19,0.12,4.242,20220919_093854.844,PHASE_0,5.531,-1.727,-149.9
23.4,120.05,77.05,66.1,203.9,218.2,19.66,-86.16,48.2,-86.16,0,1.19,0.14,5.663,20220919_093854.956,PHASE_0,5.388,-1.645,-152.66
24.45,122.35,66.65,80.7,256.75,263.25,19.68,-87.78,48.1,-86.31,0,1.18,0.14,5.663,20220919_093855.065,PHASE_0,5.281,-1.623,-154.41
24.45,122.35,66.65,80.7,256.75,263.25,19.68,-87.78,48.1,-86.31,0,1.18,0.14,5.663,20220919_093855.171,PHASE_0,5.281,-1.623,-154.41
23.65,160.4,33.85,172.9,217.7,244.0,19.76,-89.26,42.4,-95.26,0,1.19,0.19,5.618,20220919_093855.282,PHASE_0,5.085,-1.315,-164.76
24.7,163.8,44.75,168.45,235.4,236.45,20.2,-91.5,40.5,-98.38,0,1.19,0.21,5.642,20220919_093855.389,PHASE_0,4.94,-1.141,-169.68
24.45,157.8,52.05,113.0,235.65,235.9,21.15,-91.45,37.7,-103.13,0,1.21,0.19,5.804,20220919_093855.498,PHASE_0,4.936,-0.902,-173.43
24.45,148.65,57.25,66.9,205.45,214.3,22.54,-93.84,36.9,-104.52,0,1.22,0.23,6.288,20220919_093855.608,PHASE_0,4.821,-0.699,-175.82
23.65,153.1,60.15,73.95,195.05,205.7,24.06,-95.06,34.2,-109.34,0,1.24,0.29,6.288,20220919_093855.718,PHASE_0,4.766,-0.389,-180.34
23.65,153.1,60.15,73.95,195.05,205.7,24.06,-95.06,34.2,-109.34,0,1.24,0.29,6.288,20220919_093855.827,PHASE_0,4.766,-0.389,-180.34
23.95,172.9,77.85,64.8,184.35,196.35,24.06,-95.06,34.2,-109.34,0,1.24,0.29,6.288,20220919_093855.938,PHASE_0,4.766,-0.389,-180.34
24.2,214.05,90.35,36.15,177.85,187.75,25.54,-94.74,31.5,-114.39,0,1.21,0.18,6.288,20220919_093856.045,PHASE_0,4.794,-0.1,-183.59
24.45,282.55,116.9,23.65,182.0,202.85,26.66,-94.26,28.4,-120.51,0,1.21,0.18,6.557,20220919_093856.155,PHASE_0,4.837,0.193,-188.11
23.15,317.15,123.15,21.6,192.95,212.2,26.66,-94.26,28.4,-120.51,0,1.21,0.18,6.762,20220919_093856.271,PHASE_0,4.837,0.193,-188.11
