Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
23.4,163.0,30.2,174.45,97.9,183.3,19.04,-68.44,106.3,-10.45,0,1.01,0.47,5.211,P_20220919_093458.847,PHASE_0,8.885,-2.002,-59.85
22.65,171.35,35.65,160.4,98.15,190.1,19.04,-68.44,106.3,-10.45,0,1.01,0.47,5.211,20220919_093500.121,PHASE_0,8.885,-2.002,-59.85
22.9,120.3,96.35,130.95,143.2,125.75,17.65,-73.25,109.5,-6.6,0,1.01,0.5,4.687,20220919_093500.234,PHASE_0,8.596,-2.389,-62.2
32.55,60.15,124.45,54.9,147.65,107.25,18.75,-72.85,87.3,-33.62,0,0.98,0.39,4.709,20220919_093500.343,PHASE_0,7.8,-2.45,-87.72
28.6,54.4,138.0,40.35,153.6,108.85,19.41,-76.61,86.9,-34.12,0,1.0,0.46,4.826,20220919_093500.448,PHASE_0,7.516,-2.478,-91.32
29.4,53.6,140.85,42.95,157.8,110.9,20.02,-74.22,86.6,-34.49,0,1.0,0.49,4.826,20220919_093500.557,PHASE_0,7.717,-2.324,-88.69
30.45,51.0,147.35,41.4,166.1,108.3,20.02,-74.22,86.6,-34.49,0,1.0,0.49,4.826,20220919_093500.668,PHASE_0,7.717,-2.324,-88.69
30.95,48.15,147.9,39.8,173.15,107.55,20.61,-76.21,84.4,-37.23,0,1.01,0.49,4.826,20220919_093500.778,PHASE_0,7.493,-2.306,-92.83
30.45,50.75,147.9,39.55,169.25,107.55,20.61,-76.21,84.4,-37.23,0,1.01,0.49,4.778,20220919_093500.886,PHASE_0,7.493,-2.306,-92.83
28.9,52.3,144.25,46.6,165.85,115.35,21.09,-78.29,83.0,-38.98,0,1.01,0.51,4.778,20220919_093501.000,PHASE_0,7.289,-2.296,-96.18
29.4,51.3,152.05,57.55,180.95,119.5,21.09,-78.29,83.0,-38.98,0,1.01,0.51,4.863,20220919_093501.109,PHASE_0,7.289,-2.296,-96.18
29.4,51.3,152.05,57.55,180.95,119.5,21.09,-78.29,83.0,-38.98,0,1.01,0.51,4.863,20220919_093501.221,PHASE_0,7.289,-2.296,-96.18
32.25,55.45,142.7,80.45,185.65,0.0,21.76,-80.86,79.0,-44.02,0,0.98,0.36,4.955,20220919_093501.328,PHASE_0,6.944,-2.243,-103.12
32.25,55.45,142.7,80.45,185.65,0.0,21.76,-80.86,79.0,-44.02,0,0.98,0.36,4.955,20220919_093501.436,PHASE_0,6.944,-2.243,-103.12
30.2,48.95,157.55,79.65,196.35,122.35,21.91,-84.01,77.6,-45.8,0,0.97,0.36,5.095,20220919_093501.548,PHASE_0,6.641,-2.265,-107.9
