Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
22.9,149.45,25.25,214.3,133.05,148.4,16.95,-64.05,112.8,-2.62,0,0.55,0.54,4.736,P_20220919_094022.167,PHASE_0,9.327,-1.938,-49.72
22.9,152.05,25.25,211.95,132.0,152.3,14.87,-61.17,115.8,0.99,0,0.5,0.53,4.197,20220919_094023.782,PHASE_0,9.531,-2.025,-45.31
20.05,206.25,21.6,218.2,123.4,182.8,10.4,-49.8,113.2,-2.14,0,0.59,0.96,3.649,20220919_094023.873,PHASE_0,9.979,-2.133,-41.54
24.2,123.65,117.7,91.9,118.45,121.35,8.06,-46.26,85.2,-36.23,0,0.83,1.89,2.827,20220919_094023.982,PHASE_0,9.132,-2.914,-74.43
25.5,44.5,139.05,20.55,153.1,90.1,9.15,-45.25,70.5,-54.97,0,0.71,1.54,2.993,20220919_094024.091,PHASE_0,8.627,-2.776,-91.07
23.65,49.7,127.85,14.55,156.75,135.65,10.68,-46.68,75.5,-48.49,0,0.62,0.99,3.291,20220919_094024.200,PHASE_0,8.824,-2.6,-84.49
23.95,50.5,114.3,14.8,145.05,138.25,11.53,-49.73,73.6,-50.94,0,0.62,1.01,3.291,20220919_094024.309,PHASE_0,8.577,-2.613,-89.14
26.3,52.6,106.25,15.1,135.9,133.3,11.53,-49.73,73.6,-50.94,0,0.62,1.01,3.523,20220919_094024.418,PHASE_0,8.577,-2.613,-89.14
26.3,53.9,107.8,11.95,135.9,10.15,12.5,-50.6,72.3,-52.62,0,0.59,1.06,3.523,20220919_094024.532,PHASE_0,8.505,-2.505,-90.72
27.05,58.05,98.65,16.9,121.05,134.1,12.5,-50.6,72.3,-52.62,0,0.59,1.06,3.671,20220919_094024.638,PHASE_0,8.505,-2.505,-90.72
24.7,56.25,100.25,15.35,133.85,142.95,13.53,-55.53,74.2,-50.16,0,0.62,1.07,3.671,20220919_094024.748,PHASE_0,8.295,-2.557,-92.16
25.75,54.9,102.85,16.9,136.95,149.7,13.53,-55.23,72.4,-52.49,0,0.55,1.0,3.911,20220919_094024.859,PHASE_0,8.238,-2.541,-94.19
25.75,54.9,102.85,16.9,136.95,149.7,13.53,-55.23,72.4,-52.49,0,0.55,1.0,3.911,20220919_094024.975,PHASE_0,8.238,-2.541,-94.19
25.75,54.9,102.85,16.9,136.95,149.7,13.53,-55.23,72.4,-52.49,0,0.55,1.0,3.911,20220919_094025.080,PHASE_0,8.238,-2.541,-94.19
25.75,54.9,102.85,16.9,136.95,149.7,13.53,-55.23,72.4,-52.49,0,0.55,1.0,3.911,20220919_094025.193,PHASE_0,8.238,-2.541,-94.19
27.05,67.95,94.5,25.25,119.5,135.9,15.42,-57.72,72.3,-52.62,0,0.61,1.07,3.911,20220919_094025.297,PHASE_0,8.14,-2.364,-94.92
27.05,73.65,100.75,22.9,124.7,140.1,16.26,-60.76,71.6,-53.53,0,0.65,1.31,4.099,20220919_094025.412,PHASE_0,7.929,-2.351,-98.03
28.1,53.9,119.5,20.55,161.95,144.5,16.96,-62.36,70.6,-54.84,0,0.68,1.24,4.321,20220919_094025.514,PHASE_0,7.799,-2.301,-100.24
28.1,53.9,119.5,20.55,161.95,144.5,16.96,-62.36,70.6,-54.84,0,0.68,1.24,4.321,20220919_094025.624,PHASE_0,7.799,-2.301,-100.24
29.65,58.05,107.8,40.35,150.5,129.4,17.72,-63.32,68.9,-57.07,0,0.66,1.17,4.411,20220919_094025.737,PHASE_0,7.686,-2.214,-102.67
29.65,58.05,107.8,40.35,150.5,129.4,17.72,-63.32,68.9,-57.07,0,0.66,1.17,4.411,20220919_094025.844,PHASE_0,7.686,-2.214,-102.67
27.05,82.55,102.85,97.9,166.1,128.1,18.38,-67.08,68.8,-57.2,0,0.71,1.34,4.451,20220919_094025.954,PHASE_0,7.435,-2.233,-105.9
27.05,66.1,127.85,88.8,199.7,149.2,18.91,-70.41,67.1,-59.46,0,0.71,1.18,4.458,20220919_094026.060,PHASE_0,7.138,-2.222,-110.96
25.75,63.8,130.95,78.35,197.9,152.3,18.91,-70.41,67.1,-59.46,0,0.71,1.18,4.458,20220919_094026.169,PHASE_0,7.138,-2.222,-110.96
29.4,58.85,130.7,61.7,189.55,24.7,19.41,-68.01,64.5,-62.94,0,0.65,1.0,4.458,20220919_094026.282,PHASE_0,7.222,-2.062,-111.54
30.7,58.55,126.55,64.8,175.5,140.35,19.41,-68.01,64.5,-62.94,0,0.65,1.0,4.458,20220919_094026.389,PHASE_0,7.222,-2.062,-111.54
24.7,67.15,121.6,104.4,197.65,154.15,19.98,-74.58,67.6,-58.79,0,0.68,1.14,4.575,20220919_094026.499,PHASE_0,6.888,-2.182,-113.39
25.5,60.15,131.5,104.4,211.95,165.6,20.28,-76.18,66.5,-60.26,0,0.68,1.11,4.554,20220919_094026.606,PHASE_0,6.734,-2.153,-116.16
36.95,53.9,146.35,101.55,226.3,161.15,20.28,-76.18,63.8,-63.88,0,0.64,0.93,4.554,20220919_094026.716,PHASE_0,6.626,-2.095,-119.78
50.5,56.25,150.25,112.2,231.25,149.7,20.52,-76.42,63.8,-63.88,0,0.64,0.93,4.753,20220919_094026.828,PHASE_0,6.617,-2.071,-119.78
50.5,56.25,150.25,112.2,231.25,149.7,20.52,-76.42,63.8,-63.88,0,0.64,0.93,4.753,20220919_094026.936,PHASE_0,6.617,-2.071,-119.78
