Boom_Head_C_P,Arm_Rod_C_P,Arm_Head_C_P,Bkt_Rod_C_P,Bkt_Head_C_P,Boom_Rod_C_P,Boom_theta,Arm_theta,Bkt_theta,Jbkt ,Cabin_Slope_Yaw,Cabin_Slope_Pitch,Cabin_Slope_Roll,Dist,ImgName,Phase,distance,depth,bktAOA
20.05,146.05,14.55,151.3,77.3,191.9,18.46,-56.86,113.3,-2.02,0,1.11,-0.04,5.201,P_20220919_095505.237,PHASE_0,9.82,-1.214,-40.42
20.55,147.65,14.8,142.4,76.8,180.7,16.77,-58.77,112.1,-3.47,0,1.18,0.26,5.201,20220919_095507.300,PHASE_0,9.633,-1.663,-45.47
20.55,147.65,14.8,142.4,76.8,180.7,16.77,-58.77,112.1,-3.47,0,1.18,0.26,5.201,20220919_095507.345,PHASE_0,9.633,-1.663,-45.47
24.45,143.45,72.9,94.75,95.3,154.15,13.96,-59.36,105.8,-11.06,0,1.33,0.71,4.185,20220919_095507.455,PHASE_0,9.299,-2.324,-56.46
26.3,56.25,108.05,81.25,134.1,99.7,13.51,-63.01,96.4,-22.45,0,1.24,0.44,4.063,20220919_095507.561,PHASE_0,8.677,-2.749,-71.95
27.6,69.75,101.8,35.65,113.25,1.3,15.6,-66.4,89.3,-31.15,0,1.11,0.02,4.434,20220919_095507.671,PHASE_0,8.237,-2.651,-81.95
28.1,64.55,104.9,47.9,119.0,126.3,17.19,-69.09,85.0,-36.48,0,1.18,0.19,4.722,20220919_095507.783,PHASE_0,7.925,-2.54,-88.38
26.0,65.85,105.95,63.8,128.9,137.5,18.54,-73.64,83.6,-38.23,0,1.12,0.12,4.663,20220919_095507.891,PHASE_0,7.574,-2.501,-93.33
26.55,65.1,104.15,69.0,136.15,140.35,19.1,-75.2,82.0,-40.24,0,1.12,0.04,4.717,20220919_095508.001,PHASE_0,7.408,-2.466,-96.34
24.7,70.05,102.3,72.35,134.85,142.4,19.62,-77.62,80.9,-41.62,0,1.12,0.07,4.678,20220919_095508.114,PHASE_0,7.193,-2.453,-99.62
24.7,70.05,102.3,72.35,134.85,142.4,19.62,-77.62,80.9,-41.62,0,1.12,0.07,4.678,20220919_095508.220,PHASE_0,7.193,-2.453,-99.62
24.7,70.05,102.3,72.35,134.85,142.4,19.62,-77.62,80.9,-41.62,0,1.12,0.07,4.678,20220919_095508.330,PHASE_0,7.193,-2.453,-99.62
24.7,70.05,102.3,72.35,134.85,142.4,19.62,-77.62,80.9,-41.62,0,1.12,0.07,4.678,20220919_095508.450,PHASE_0,7.193,-2.453,-99.62
24.7,70.05,102.3,72.35,134.85,142.4,19.62,-77.62,80.9,-41.62,0,1.12,0.07,4.678,20220919_095508.554,PHASE_0,7.193,-2.453,-99.62
24.7,70.05,102.3,72.35,134.85,142.4,19.62,-77.62,80.9,-41.62,0,1.12,0.07,4.678,20220919_095508.661,PHASE_0,7.193,-2.453,-99.62
24.45,73.65,106.25,119.5,158.55,146.05,20.09,-80.19,79.9,-42.88,0,1.12,0.08,4.712,20220919_095508.768,PHASE_0,6.967,-2.442,-102.98
31.25,72.1,121.6,117.4,165.85,150.0,20.52,-82.32,77.9,-45.42,0,1.12,0.05,4.957,20220919_095508.879,PHASE_0,6.731,-2.405,-107.22
31.25,65.1,122.35,123.15,178.9,145.8,20.97,-85.67,74.9,-49.26,0,1.12,0.07,4.957,20220919_095508.986,PHASE_0,6.361,-2.35,-113.96
30.45,61.95,126.55,143.45,196.05,144.25,21.36,-87.26,77.7,-45.68,0,1.12,0.09,4.957,20220919_095509.098,PHASE_0,6.36,-2.369,-111.58
26.3,52.85,131.5,79.9,167.4,150.25,21.65,-89.65,77.6,-45.8,0,1.12,0.08,4.327,20220919_095509.209,PHASE_0,6.175,-2.356,-113.8
22.35,45.05,163.8,70.55,197.65,163.25,21.71,-93.31,74.6,-49.65,0,1.14,0.11,6.198,20220919_095509.317,PHASE_0,5.766,-2.301,-121.25
23.65,41.65,177.05,64.3,207.55,163.5,21.71,-93.31,74.6,-49.65,0,1.14,0.11,6.197,20220919_095509.420,PHASE_0,5.766,-2.301,-121.25
25.75,42.7,186.15,59.1,210.9,163.25,21.67,-94.17,72.5,-52.36,0,1.15,0.14,6.197,20220919_095509.533,PHASE_0,5.619,-2.253,-124.86
25.5,40.35,189.8,55.95,211.95,161.95,21.67,-94.17,72.5,-52.36,0,1.15,0.14,6.193,20220919_095509.646,PHASE_0,5.619,-2.253,-124.86
